source_ref,official_name,brand_family,name,address,city,state,zip,lat,lng,interstate,exit_number,interstate_raw,parking_spaces,fuel_lanes,showers,overnight_parking,parking_restrictions,cat_scale,amenities,has_parking,disposition,db_ids,match_evidence,note
1281,Pilot Licensed Location,Pilot,Pilot Licensed Location #1281,101 W Glen Dr,Page,AZ,86040,36.9954561,-111.5643671,,,US-89 & N Wahweap Dr,5,3,0,,,false,,true,net-new-official-location,,,
1299,Pilot Dealer,Pilot,Pilot Dealer #1299,101 US-287,Henrietta,TX,76365,33.80041607924044,-98.19618926198342,,,US-287 & TX-148,26,5,0,,,false,Diesel Lanes | Showers | ATM | DEF Lanes,true,net-new-official-location,,,
1284,Pilot Dealer,Pilot,Pilot Dealer #1284,1955 N Kings Hwy,Nash,TX,75569,33.45183387680015,-94.13164160062905,I-30,218,"I-30, Exit 218",25,5,0,,,false,Diesel Lanes | Showers | ATM | DEF Lanes,true,net-new-official-location,,,
1275,EZ Trip Travel Center,EZ Trip Travel Center,EZ Trip Travel Center #1275,28577 Ave 12,Madera,CA,93637,36.9250033,-120.0263035,,151,"CA-99, Exit 151",28,12,7,,,false,Diesel Lanes | Showers | Wifi | ATM | Check Cashing | Cylinder Propane | Lottery | Truck Parking Spaces | Mobile Ordering,true,net-new-official-location,,,
1277,EZ Trip Travel Center,EZ Trip Travel Center,EZ Trip Travel Center #1277,44779 S. Lassen Avenue,Huron,CA,93204,36.0749927,-120.1033417,I-5,319,"I-5, Exit 319",70,8,6,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,true,net-new-official-location,,,
1270,ONE9 Dealer,ONE9,ONE9 Dealer #1270,1851 State Hwy 77,Holbrook,AZ,86025,34.97401983726632,-110.09016005565996,I-40,292,"I-40, Exit 292",150,8,0,,,false,Diesel Lanes | Showers | Diesel Mobile Fueling | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Pegasus | Truck Parking Spaces,true,net-new-official-location,,,
1282,ONE9 Dealer,ONE9,ONE9 Dealer #1282,1100 FM 148,Terrell,TX,75160,32.72312673912177,-96.31801575422287,I-20,498,"I-20, Exit 498",12,5,0,,,false,,true,net-new-official-location,,,
1304,ONE9 Dealer,ONE9,ONE9 Dealer #1304,1000 NE Loop 820,Fort Worth,TX,76106,32.84180360427686,-97.34207265277863,I-820,15,"I-820, Exit 15",22,4,0,,,false,,true,net-new-official-location,,,
1295,ONE9 Dealer,ONE9,ONE9 Dealer #1295,16243 US-271,Tyler,TX,75708,32.4407652,-95.1365288,I-20,571A,"I-20, Exit 571A",40,5,0,,,false,,true,net-new-official-location,,,
1303,Pilot Dealer,Pilot,Pilot Dealer #1303,2320 W Oak St,Palestine,TX,75801,31.74382787761056,-95.6552992105545,,,TX-256 & US-79,50,4,0,,,false,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Check Cashing | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,true,net-new-official-location,,,
1300,ONE9 Dealer,ONE9,ONE9 Dealer #1300,2200 W Lake Bardwell Dr,Ennis,TX,75119,32.301800913976784,-96.63835690129775,,,US-287 & TX-34,8,2,0,,,false,,true,net-new-official-location,,,
1243,Pilot Travel Center,Pilot,Pilot Travel Center #1243,3006 S Butterfield Trl,Gila Bend,AZ,85337,32.92996888164204,-112.67279713196321,I-8,119,"I-8, Exit 119",70,8,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | Lottery | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true,net-new-official-location,,,
1297,Pilot Dealer,Pilot,Pilot Dealer #1297,101 L R Campbell Rd,Italy,TX,76651,32.19716984210153,-96.89998208465576,,386,"I-35E, Exit 386",62,7,0,,,false,Diesel Lanes | Showers | ATM | Lottery,true,net-new-official-location,,,
1290,Pilot Dealer,Pilot,Pilot Dealer #1290,200 S I-35 Service Rd,Red Oak,TX,75154,32.51660134027422,-96.82091222817232,,410,"I-35E, Exit 410",51,5,0,,,false,Showers | Wifi | ATM | Check Cashing | Cylinder Propane | Lottery,true,net-new-official-location,,,
1248,ONE9 Dealer,ONE9,ONE9 Dealer #1248,103 S I-45,Wilmer,TX,75172,32.59130492647632,-96.68043780489349,I-45,270,"I-45, Exit 270",21,6,0,,,false,,true,net-new-official-location,,,
1258,Arco Travel Center,Arco Travel Center,Arco Travel Center #1258,185 N Riggles Ave,Quartzsite,AZ,85346,33.67009843547798,-114.19895895422326,I-10,19,"I-10, Exit 19",46,9,2,,,false,Diesel Lanes | Showers | Diesel Mobile Fueling | Wifi | ATM | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Public Laundry | Truck Parking Spaces | Mobile Ordering,true,net-new-official-location,,,
1302,EZ Trip Travel Center,EZ Trip Travel Center,EZ Trip Travel Center #1302,29541 Stockdale Hwy,Bakersfield,CA,93314,35.35423704900311,-119.33124504047548,I-5,253,"I-5, Exit 253",0,7,0,,,false,Diesel Lanes | Diesel Mobile Fueling | Wifi | ATM | DEF Lanes | Pegasus | Mobile Ordering,false,net-new-zero-space-directory-only,,,
1288,Pilot Dealer,Pilot,Pilot Dealer #1288,675 Western Kentucky Pkwy,Beaver Dam,KY,42320,37.37643325281121,-86.82700664374093,,Service Area,"Western Kentucky Pkwy, Exit Service Area",30,8,0,,,false,,true,net-new-official-location,,,
1285,ONE9 Dealer,ONE9,ONE9 Dealer #1285,87125 I-20,Santo,TX,76472,32.6154694,-98.1085154,I-20,386,"I-20, Exit 386",13,4,0,,,false,,true,net-new-official-location,,,
1264,Xpress Fuel Travel Center,Xpress Fuel Travel Center,Xpress Fuel Travel Center #1264,3105 N Toltec Rd,Eloy,AZ,85131,32.779546753867265,-111.61792355155943,I-10,203,"I-10, Exit 203",77,8,8,,,false,Mobile Ordering,true,net-new-official-location,,,
1320,ONE9 Dealer,ONE9,ONE9 Dealer #1320,625 Ovilla Rd,Waxahachie,TX,75167,32.4285311,-96.8744294,,,US-287 & FM 664,10,3,0,,,false,,true,net-new-official-location,,,
1293,ONE9 Dealer,ONE9,ONE9 Dealer #1293,801 E I-30,Garland,TX,75043,32.8548532,-96.56098,I-30,61A,"I-30, Exit 61A",0,4,0,,,false,Diesel Lanes | ATM | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces,false,net-new-zero-space-directory-only,,,
1213,Pride Travel Center,Pride Travel Center,Pride Travel Center #1213,12551 S Mohave Center Blvd,Yucca,AZ,86438,34.86396432618587,-114.14406582341768,I-40,25,"I-40, Exit 25",86,8,7,,,true,Showers | Prime Parking Spaces | Diesel Mobile Fueling | Wifi | ATM | CAT Scale | Check Cashing | Lottery | Public Laundry | Mobile Ordering,true,net-new-official-location,,,
1286,ONE9 Dealer,ONE9,ONE9 Dealer #1286,1530 W Main St,Salem,IL,62881,38.62551487669823,-88.96800696561967,I-57,116,"I-57, Exit 116",0,4,0,,,false,Diesel Mobile Fueling | ATM | Bulk Propane | Check Cashing | Lottery,false,net-new-zero-space-directory-only,,,
1334,ONE9 Dealer,ONE9,ONE9 Dealer #1334,13965 I-35 S,Valley View,TX,76272,33.436654241618704,-97.16374906032715,I-35,483,"I-35, Exit 483",10,3,0,,,false,,true,net-new-official-location,,,
1194,Pilot Licensed Location,Pilot,Pilot Licensed Location #1194,3444 S 40th St,Phoenix,AZ,85040,33.414853,-111.995815,I-10,152,"I-10, Exit 152",2,4,0,,,false,,true,net-new-official-location,,,
1192,Pilot Licensed Location,Pilot,Pilot Licensed Location #1192,31120 US-60,Wittmann,AZ,85361,33.76534,-112.51389,,,US-60 & 211th Ave,0,3,0,,,false,,false,net-new-zero-space-directory-only,,,
1179,Pilot Licensed Location,Pilot,Pilot Licensed Location #1179,330 N Mariposa Rd,Nogales,AZ,85621,31.33876549999999,-110.9668699,,,AZ-189,10,3,0,,,false,,true,net-new-official-location,,,
1193,Pilot Licensed Location,Pilot,Pilot Licensed Location #1193,18183 US-93,Wikieup,AZ,85360,34.69954908217335,-113.61018452430939,,,US-93,40,4,0,,,false,,true,net-new-official-location,,,
1343,EZ Trip Dealer,EZ Trip Dealer,EZ Trip Dealer #1343,787 Montague Rd,Yreka,CA,96097,41.7376105,-122.6237428,I-5,776,"I-5, Exit 776",84,7,0,,,false,,true,net-new-official-location,,,
1338,ONE9 Dealer,ONE9,ONE9 Dealer #1338,13745 N I-35,Jarrell,TX,76537,30.83826830961093,-97.59921261764241,I-35,275,"I-35, Exit 275",40,6,0,,,false,,true,net-new-official-location,,,
1344,ONE9 Dealer,ONE9,ONE9 Dealer #1344,1301 Markum Ranch Rd E,Fort Worth,TX,76126,32.69244822810395,-97.51800459755327,I-20,425,"I-20, Exit 425",20,6,0,,,false,Diesel Lanes | Diesel Mobile Fueling | ATM | Lottery | Truck Parking Spaces,true,net-new-official-location,,,
1169,Flying J Travel Center,Flying J,Flying J Travel Center #1169,2725 93rd Ave SW,Olympia,WA,98512,46.952174638532995,-122.9407566841135,I-5,99,"I-5, Exit 99",74,8,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,true,net-new-official-location,,,
1346,Pilot Dealer,Pilot,Pilot Dealer #1346,200 Manchester Ave,Newton,KS,67114,38.0447492,-97.3186004,I-135,31,"I-135, Exit 31",160,10,0,,,false,,true,net-new-official-location,,,
1323,Pilot Travel Center,Pilot,Pilot Travel Center #1323,1307 SE Grand DD Hwy,Faucett,MO,64448,39.60081717781385,-94.7910566681331,I-29,35,"I-29, Exit 35",48,8,7,,,false,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Wifi | ATM | Check Cashing | Truck Parking Spaces | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true,net-new-official-location,,,
1339,ONE9 Dealer,ONE9,ONE9 Dealer #1339,2023 NY-104,Parish,NY,13131,43.4583243,-76.1155855,I-81,118,"I-81, Exit 118",100,4,0,,,false,Diesel Mobile Fueling,true,net-new-official-location,,,
1341,ONE9 Dealer,ONE9,ONE9 Dealer #1341,1801 Pioneer Hwy E,Arlington,WA,98223,48.18815,-122.2061599,I-5,208,"I-5, Exit 208",10,4,0,,,false,Diesel Lanes | Diesel Mobile Fueling | Truck Parking Spaces,true,net-new-official-location,,,
1318,ONE9 Dealer,ONE9,ONE9 Dealer #1318,325 E Evergreen St,Strafford,MO,65757,37.27350577506178,-93.11113652085997,I-44,88,"I-44, Exit 88",40,7,0,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces,true,net-new-official-location,,,
1292,Pilot Dealer,Pilot,Pilot Dealer #1292,2537 TX-21,Paige,TX,78659,30.213624940179425,-97.13963348353741,,,US-290 & TX-21,40,6,0,,,false,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Check Cashing | DEF Lanes | Drivers Lounge | Pegasus | Truck Parking Spaces,true,net-new-official-location,,,
1106,Pilot Travel Center,Pilot,Pilot Travel Center #1106,9220 Broadway Blvd SE,Albuquerque,NM,87105,34.96069998634164,-106.6598967116394,I-25,215,"I-25, Exit 215",69,7,5,,,false,Diesel Lanes | Showers | Diesel Mobile Fueling | Wifi | ATM | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true,net-new-official-location,,,
1317,Pilot Travel Center,Pilot,Pilot Travel Center #1317,164 Riverside Dr,Fultonville,NY,12072,42.946225182140935,-74.35640923896823,I-90,28,"I-90, Exit 28",55,8,7,,,false,Diesel Lanes | Showers | Diesel Mobile Fueling | Wifi | ATM | Truck Parking Spaces | Mobile Ordering,true,net-new-official-location,,,
1319,Pilot Dealer,Pilot,Pilot Dealer #1319,3313 S Burleson Blvd,Alvarado,TX,76009,32.463908055189876,-97.26449210839203,I-35,,I-35 Exit 30,58,7,0,,,false,Diesel Lanes | Diesel Mobile Fueling,true,net-new-official-location,,,
1267,Pilot Travel Center,Pilot,Pilot Travel Center #1267,5231 Pearblossom Hwy,Palmdale,CA,93552,34.543445534073825,-118.03599745575028,,,CA-138 & Pearblossom Hwy,55,7,5,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true,net-new-official-location,,,
1315,Pilot Licensed Location,Pilot,Pilot Licensed Location #1315,2601 US-130,Cinnaminson,NJ,08077,40.00695898554763,-74.97471429722918,,,US-130 & Union Landing Rd,66,6,4,,,false,Diesel Lanes | Truck Parking Spaces,true,net-new-official-location,,,
1361,ONE9 Dealer,ONE9,ONE9 Dealer #1361,14749 Thornton Rd,Lodi,CA,95242,38.114120039603634,-121.39405689433369,I-5,485,"I-5, Exit 485",30,6,0,,,true,Diesel Lanes | Diesel Mobile Fueling | Wifi | ATM | CAT Scale | DEF Lanes | Pegasus | Truck Parking Spaces,true,net-new-official-location,,,
1330,ONE9 Travel Center,ONE9,ONE9 Travel Center #1330,2101 US-49,Brinkley,AR,72021,34.912544273597874,-91.19621866623427,I-40,216,"I-40, Exit 216",42,7,4,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Pegasus | Truck Parking Spaces | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true,address-matched-enrichment,69f1f244-c4c0-480b-9e95-f1b02554cb6b 38ffb2aa-c692-4376-9d7c-4b39e745845d,address+brand+state,"1 colocated service row(s), no map pin"
1347,Pilot Dealer,Pilot,Pilot Dealer #1347,65583 Pump Slough Rd,Pearl River,LA,70452,30.37549245517949,-89.74023847352106,I-59,5A,"I-59, Exit 5A",103,7,0,,,true,Diesel Lanes | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Lottery | Pegasus,true,net-new-official-location,,,
1289,Pilot Dealer,Pilot,Pilot Dealer #1289,4300 TX-91,Denison,TX,75020,33.793467035603186,-96.55477168734558,,72,"US-75, Exit 72",51,5,0,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Wifi | CAT Scale | Check Cashing | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,true,net-new-official-location,,,
1328,Pilot Travel Center,Pilot,Pilot Travel Center #1328,2325 Sierra Lakes Pkwy,Rialto,CA,92377,34.13775098776255,-117.41972522080961,,68,"CA-210, Exit 68",91,8,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true,net-new-official-location,,,
1384,Pilot Dealer,Pilot,Pilot Dealer #1384,90480 66th Ave,Mecca,CA,92254,33.570227302201324,-116.0903453406246,,,CA-86 & 66th Ave,20,8,0,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces,true,net-new-official-location,,,
1385,Pilot Dealer,Pilot,Pilot Dealer #1385,10951 Cedar Ave,Bloomington,CA,92316,34.05533502317105,-117.39552785681742,I-10,66,"I-10, Exit 66",20,8,0,,,false,Diesel Lanes | Diesel Mobile Fueling | ATM | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces,true,net-new-official-location,,,
1383,Pilot Dealer,Pilot,Pilot Dealer #1383,5750 Commerce Sq,Jonesboro,AR,72401,35.805202071721986,-90.62508793544738,I-555,39,"I-555, Exit 39",25,5,0,,,false,Diesel Lanes | Showers | Diesel Mobile Fueling | Wifi | ATM | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces,true,net-new-official-location,,,
1349,Xpress Fuel Travel Center,Xpress Fuel Travel Center,Xpress Fuel Travel Center #1349,900 Frontage Rd,Van Horn,TX,79855,31.039088635332803,-104.81544557080248,I-10,140B,"I-10, Exit 140B",50,7,4,,,false,Diesel Lanes | Diesel Mobile Fueling | ATM | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true,net-new-official-location,,,
1362,ONE9 Dealer,ONE9,ONE9 Dealer #1362,2201 N Park Dr,Winslow,AZ,86047,35.04306806223185,-110.69934999336411,I-40,253,"I-40, Exit 253",120,8,0,,,false,Diesel Lanes | Showers | Diesel Mobile Fueling | DEF Lanes,true,net-new-official-location,,,
1366,ONE9 Travel Center,ONE9,ONE9 Travel Center #1366,15060 US-641 S,Holladay,TN,38341,35.843010167500815,-88.08471945506712,I-40,126,"I-40, Exit 126",118,8,6,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true,exact-authoritative-match,cc5fe530-72f9-4f40-82de-bb55487a82cc,store_number,
1326,Pilot Travel Center,Pilot,Pilot Travel Center #1326,2300 E Steel Rd,Colton,CA,92324,34.062357318491614,-117.28874150905894,I-10,73A East or 72 West,"I-10, Exit 73A East or 72 West",50,6,0,,,false,Diesel Lanes | Prime Parking Spaces | Diesel Mobile Fueling | Check Cashing | Cylinder Propane | DEF Lanes | Public Laundry | Truck Parking Spaces | Mobile Ordering,true,net-new-official-location,,,
1354,Pilot Travel Center,Pilot,Pilot Travel Center #1354,6001 US-385,Odessa,TX,79766,31.780062723758853,-102.36863673067111,,,US-385 & TX-338,31,6,4,,,false,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true,net-new-official-location,,,
1395,ONE9 Dealer,ONE9,ONE9 Dealer #1395,22535 S Las Vegas Blvd,Jean,NV,89019,35.77979502890963,-115.32468313892348,I-15,12,"I-15, Exit 12",0,7,0,,,false,Diesel Lanes | Diesel Mobile Fueling | ATM | Check Cashing | Cylinder Propane | Game Room | Pegasus,false,net-new-zero-space-directory-only,,,
484,ONE9 Travel Center,ONE9,ONE9 Travel Center #484,43 W Park Ave,Ash Fork,AZ,86320,35.222338,-112.478669,I-40,146,"I-40, Exit 146",40,7,4,,,false,Electric Vehicle Charging Station | Mobile Ordering,true,net-new-official-location,,,
1358,ONE9 Travel Center,ONE9,ONE9 Travel Center #1358,3303 W Historic Hwy 66,Gallup,NM,87301,35.50590819635636,-108.82681016700363,I-40,16,"I-40, Exit 16",63,7,4,,,false,Mobile Ordering,true,net-new-official-location,,,
1401,ONE9 Dealer,ONE9,ONE9 Dealer #1401,14170 US-441,Lake City,FL,32024,29.995820045267745,-82.59841576994059,I-75,414,"I-75, Exit 414",12,5,0,,,false,Diesel Lanes | Diesel Mobile Fueling | Wifi | ATM | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces,true,net-new-official-location,,,
1379,ONE9 Dealer,ONE9,ONE9 Dealer #1379,3004 I-30,Greenville,TX,75402,33.1340515,-96.0545726,I-30,97,"I-30, Exit 97",80,7,0,,,false,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Check Cashing | DEF Lanes | Drivers Lounge | Lottery | Pegasus | Truck Parking Spaces,true,net-new-official-location,,,
1402,ONE9 Dealer,ONE9,ONE9 Dealer #1402,2091 FL-71,Marianna,FL,32448,30.71693456070478,-85.18617136326903,I-10,142,"I-10, Exit 142",0,4,0,,,false,Diesel Lanes | Diesel Mobile Fueling | ATM | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces,false,net-new-zero-space-directory-only,,,
1403,ONE9 Dealer,ONE9,ONE9 Dealer #1403,6723 US-129,Jasper,FL,32052,30.4461191431738,-82.93426457053313,I-75,451,"I-75, Exit 451",10,4,0,,,false,Diesel Lanes | Diesel Mobile Fueling | Wifi | ATM | Bulk Propane | Check Cashing | Cylinder Propane | Lottery | Pegasus | Truck Parking Spaces,true,net-new-official-location,,,
1359,ONE9 Travel Center,ONE9,ONE9 Travel Center #1359,400 USA Parkway (Hwy 439),Sparks,NV,89437,39.559014533092466,-119.4898624297425,I-80,32,"I-80, Exit 32",40,7,0,,,false,Game Room | Mobile Ordering,true,net-new-official-location,,,
1251,ONE9 Travel Center,ONE9,ONE9 Travel Center #1251,399 McCormick St,Wamsutter,WY,82336,41.674144,-107.978979,I-80,173,"I-80, Exit 173",58,8,4,,,false,Electric Vehicle Charging Station | Mobile Ordering,true,net-new-official-location,,,
1393,ONE9 Dealer,ONE9,ONE9 Dealer #1393,904 W Barbours Cut Blvd,La Porte,TX,77571,29.673774,-95.0286691,,,,55,7,0,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces,true,net-new-official-location,,,
1372,Flying J Travel Center,Flying J,Flying J Travel Center #1372,10835 S Double R Dr,Yucca,AZ,86438,34.91403046436292,-114.15550017569021,I-40,28,"I-40, Exit 28",141,10,9,,,false,Electric Vehicle Charging Station | Mobile Ordering,true,net-new-official-location,,,
